# curated/definitions.tsv: hand-written definitions for senses Wiktionary is
# missing, whether it has no Portuguese-language coverage for the word at all
# (loanwords, ethnonyms, informal abbreviations, dialectal/archaic terms, ...)
# or just an incomplete one (e.g. "pet": Wiktionary only has the "PET" plastic
# sense, this file adds the "animal de estimação" one; both are kept, merged
# in build.js). Columns: word<TAB>pos<TAB>gloss<TAB>[accent], one row per
# gloss (a word with multiple senses/pos gets multiple rows). pos is
# free-form: it only affects display order (see POS_PRIORITY in build.js),
# not lookup. The optional 4th column is the word's accented/cased spelling
# when it differs from the plain board word (e.g. "carre"'s only sense is
# "carré") — see resolveOwnDefs in build.js.
chefs	noun	plural de "chef"; cozinheiros profissionais, geralmente responsáveis por uma cozinha ou restaurante
cicia	verb	2ª pessoa do singular do imperativo (e 3ª do presente do indicativo) de "ciciar"
ciciar	verb	segredar, cochichar, mussitar; (do vento, da folhagem) rumorejar, ramalhar
cicie	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "ciciar"
cicio	verb	1ª pessoa do singular do presente do indicativo de "ciciar"
ciliar	adj	relativo aos cílios; também usado para designar a vegetação às margens de rios e lagos (mata ciliar)
cine	noun	forma reduzida e informal de cinema
clips	noun	plural de "clipe"; pequenos objetos usados para prender folhas de papel, ou vídeos musicais curtos
coach	noun	técnico ou treinador; pessoa que orienta e prepara outra para uma atividade, geralmente profissional ou pessoal
compo	verb	forma do infinitivo de "compor" (formar, constituir; escrever uma composição) combinada a um pronome oblíquo (ex.: "compô-lo")
cotio	noun	variedade de figo branco e grande
cotio	adj	diz-se de uma variedade de grão-de-bico
cotio	noun	uso cotidiano, habitual (de/a cotio: habitualmente)
craca	noun	pequeno crustáceo marinho que se fixa a rochas, cascos de navios e outras superfícies
creta	noun	a maior ilha da Grécia, no mar Mediterrâneo
cujus	noun	(termo jurídico, do latim) pessoa falecida cuja herança está sendo tratada ("de cujus")
cupom	noun	vale ou bilhete que dá direito a um desconto, prêmio ou brinde
curie	noun	unidade de medida de radioatividade, hoje substituída pelo becquerel no Sistema Internacional
cuspe	noun	saliva expelida pela boca
dalai	noun	parte inicial do título honorífico Dalai-Lama, líder espiritual do budismo tibetano
damo	noun	namorado
damo	noun	moeda antiga; o mesmo que dama
design	noun	termo inglês para o planejamento e criação de objetos, ambientes ou interfaces que aliam função e estética
dipolo	noun	sistema formado por duas cargas ou polos de sinais opostos separados por uma pequena distância (ex.: dipolo elétrico, dipolo magnético)
down	adj	termo inglês usado informalmente para descrever alguém triste, deprimido ou sem energia
drag	noun	arte de se apresentar com roupas, maquiagem e comportamento exagerados de outro gênero, geralmente em espetáculos (drag queen/drag king)
drear	adj	sombrio, triste, lúgubre ou monótono (termo poético)
drink	noun	bebida, geralmente alcoólica; termo inglês usado sobretudo em bares e coquetéis
duela	verb	2ª pessoa do singular do imperativo (e 3ª do presente do indicativo) de "duelar"; travar duelo
duele	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "duelar"
dunga	noun	no filme Branca de Neve e os Sete Anões, o anão que não fala; apelido do ex-jogador e técnico de futebol Carlos Caetano Bledorn Verri
durao	adj	latagão, valentão; que resiste ao esforço, à emoção ou ao sofrimento; rígido, severo	durão
ebook	noun	livro em formato digital, lido em computadores, tablets ou leitores eletrônicos
emaus	noun	cidade bíblica onde, segundo o Evangelho, Jesus ressuscitado apareceu a dois discípulos
etilo	noun	radical químico derivado do etano (-C2H5); etila
excel	noun	programa de planilhas eletrônicas da Microsoft, usado para cálculos, gráficos e organização de dados
fast	adj	termo inglês que significa "rápido", usado em expressões como "fast food"
fev	abbrev	abreviatura de "fevereiro", segundo mês do ano
filar	verb	obter algo de graça, aproveitando-se de outra pessoa (coloquial: filar carona, filar um cigarro)
focal	adj	relativo ao foco; que constitui o ponto central de atenção
fofura	noun	qualidade do que é fofo; ternura ou encanto provocado por algo ou alguém fofo
folk	noun	gênero musical de raízes tradicionais e populares, geralmente com instrumentação acústica
food	noun	termo inglês para "comida", usado em expressões como "food truck" e "junk food"
fraque	noun	traje de cerimônia masculino, composto por um casaco bem ajustado ao tronco, curto na frente e com longas abas na parte traseira
gabo	noun	elogio, louvor, gabação
gabo	noun	vaidade, exaltação de si próprio; jactância
galpao	noun	grande construção coberta, geralmente sem paredes internas, usada para abrigar veículos, mercadorias ou atividades industriais	galpão
gamboa	noun	pequeno esteiro ou braço de mar que se enche na maré alta e seca na vazante; pequeno lago temporário formado pela preamar
gamboa	noun	(regionalismo, São Paulo) trecho de rio onde as águas remansam, dando aparência de lago calmo (camboa ou igarapé)
gamboa	noun	pesqueira à beira-mar ou em rios, cercada de estacas ou pedras, usada para capturar peixes na maré baixa
gamboa	noun	fruto do gamboeiro, variedade de marmeleiro enxertado, também chamado marmelo-molar
ganapo	noun	(Portugal) criança que está começando a aprender as coisas e a percebê-las
garco	adj	diz-se de olho verde-azulado ou esverdeado	garço
garfe	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "garfar"; fisgar com garfo, ou (gíria) agarrar à força
garrar	verb	(náutica) não se fixar bem no fundo do mar, arrastando-se; diz-se da âncora que solta a embarcação, fazendo-a derivar
garrar	verb	soltar as amarras de uma embarcação
gauss	noun	unidade de medida de densidade de fluxo magnético; também sobrenome do matemático Carl Friedrich Gauss
geek	noun	pessoa com grande interesse ou conhecimento aprofundado em tecnologia, cultura pop, jogos etc.; nerd
gizar	verb	riscar ou desenhar com giz
gizar	verb	descrever de maneira rápida e sucinta; imaginar, conceber, planejar (ex.: gizar o lugar perfeito para morar)
gizar	verb	desenhar ou projetar (planta arquitetônica etc.)
gizar	verb	marcar o gado com giz para separar alguns animais (regional, MG)
gizar	verb	furtar, roubar (Portugal, coloquial)
goelar	verb	variante de "esgoelar"; gritar muito, forçando a garganta
goele	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "goelar"
goelo	verb	1ª pessoa do singular do presente do indicativo de "goelar"
golea	verb	forma do infinitivo de "golear" (vencer por grande diferença de gols) combinada a um pronome oblíquo (ex.: "goleá-lo")
goraz	noun	peixe esparídeo do mar (zoologia)
guacu	adj	do tupi "guaçu" (grande), usado em nomes de espécies e lugares
guiao	noun	estandarte conduzido à frente de procissões, irmandades ou tropas; pendão	guião
guiao	noun	cavaleiro que carregava esse estandarte	guião
guiao	noun	sinal gráfico posto no fim de um pentagrama para indicar a altura da primeira nota da pauta seguinte	guião
guiao	noun	barra de direção de bicicletas e veículos semelhantes; guidom	guião
habeas	noun	usado na expressão jurídica "habeas corpus", que assegura o direito de ir e vir e protege contra prisão ou detenção ilegal
happy	adj	feliz (empréstimo do inglês)
hegel	noun	Georg Wilhelm Friedrich Hegel, filósofo alemão do idealismo
hot	adj	termo inglês que significa "quente"; usado no português para descrever algo ou alguém atraente, popular ou na moda
huno	noun	indivíduo pertencente aos hunos, povo nômade da Ásia Central que invadiu a Europa no século V
huno	adj	relativo aos hunos
hutu	noun	pessoa pertencente ao povo hutu, etnia da região dos Grandes Lagos, na África Central
hutu	adj	relativo aos hutus
idem	adj	o mesmo; a mesma coisa (usado para evitar repetir uma referência já citada)
igapo	noun	floresta amazônica alagada, característica das margens de rios
impune	adj	que fica sem punição ou castigo
input	noun	entrada de dados; contribuição, insumo
intel	noun	termo usado como abreviação de "inteligência", no jargão militar ou de jogos, para se referir a informações estratégicas
jan	abbrev	abreviatura de "janeiro", primeiro mês do ano
jeans	noun	tecido de algodão resistente, geralmente azul, usado para fazer calças; a calça feita desse tecido
jet	noun	termo inglês para avião a jato; jato
jul	abbrev	abreviatura de "julho", sétimo mês do ano
jun	abbrev	abreviatura de "junho", sexto mês do ano
juncal	noun	terreno onde crescem muitos juncos; agrupamento de juncos (junqueira); habitat como pântanos, várzeas ou estuários colonizados por plantas aquáticas como canas e juncos
kcal	abbrev	abreviação de "quilocalorias", unidade de medida de energia dos alimentos
kioto	noun	cidade do Japão, antiga capital imperial, conhecida por seus templos e jardins tradicionais
kit	noun	conjunto de peças, objetos ou acessórios reunidos para um fim específico
klein	noun	sobrenome associado a figuras notáveis, como o matemático Felix Klein (garrafa de Klein) e o artista Yves Klein
lady	noun	termo inglês para "senhora" ou "dama"
lanchar	verb	comer um lanche; fazer uma refeição leve entre as refeições principais do dia
larvar	adj	relativo à larva ou ao seu estado; diz-se da fase de vida de um organismo anterior à maturação sexual, na qual difere do adulto em forma e modo de vida
latada	noun	grade de ripas, varas ou canas usada para sustentar o crescimento de plantas trepadeiras, como videiras (parreiras) ou outras espécies ornamentais
led	abbrev	sigla do inglês "light emitting diode" (diodo emissor de luz), componente eletrônico que emite luz ao ser percorrido por corrente elétrica
lena	noun	mulher que arranja encontros amorosos ilícitos; alcoviteira
lenin	noun	Vladimir Lenin, líder revolucionário russo e fundador da União Soviética
liceal	adj	relativo a liceu; que estuda ou leciona em liceu, estabelecimento de ensino de segundo grau ou técnico
like	noun	marcação de aprovação ou curtida em uma publicação de rede social (do inglês "to like")
lipido	noun	biomolécula orgânica, vulgarmente conhecida como gordura, insolúvel em água e solúvel em solventes orgânicos como éter, benzina e clorofórmio (também grafado lipídio ou lipídeo)
lobao	noun	tumor que se forma no peito de cavalos e éguas	lobão
locos	noun	plural de "loco"; loucos (empréstimo do espanhol)
loft	noun	tipo de apartamento amplo e aberto, geralmente resultante da conversão de um espaço industrial ou comercial
log	noun	termo inglês para registro cronológico de eventos (ex.: arquivo de log de um sistema)
lotea	verb	forma do infinitivo de "lotear" (dividir um terreno em lotes) combinada a um pronome oblíquo (ex.: "loteá-lo")
luna	noun	espécie de arrecada em forma de argola (termo antigo)
lunda	noun	região histórica do nordeste de Angola, habitada pelo povo lunda
mail	noun	mensagem eletrônica; e-mail
malhao	noun	grande malho de madeira rija; martelo sem unhas nem orelhas, usado por ferreiros ou calceteiros
malhao	noun	tiro de bola jogada por alto, a bola usada nesse tiro, ou espécie de jogo de pinhões
malhao	noun	espécie de música e dança popular portuguesa, especialmente do Minho e da Beira
malhao	noun	marco, divisa, baliza ou padrão de terra; (Trás-os-Montes) malha de pedra de cerca de 12 kg usada em jogos de lançamento de força
manea	verb	forma do infinitivo de "manear" (manejar; amarrar as pernas de um animal) combinada a um pronome oblíquo
mapea	verb	forma do infinitivo de "mapear" (fazer o mapa de, traçar) combinada a um pronome oblíquo (ex.: "mapeá-lo")
mapear	verb	reconhecer, registrar e representar graficamente as características de um terreno ou área; fazer o mapeamento de algo
mater	noun	palavra latina que significa "mãe"; usada em expressões como "alma mater" e "mater dolorosa"
maxim	noun	revista masculina internacional, com edições em vários países, incluindo o Brasil
medial	adj	relativo ao meio; que ocupa uma posição intermediária entre dois extremos
meiao	noun	meia comprida que faz parte de uniforme de futebol	meião
meiao	noun	tambor de percussão direta e membrana única, de tamanho médio, usado em festas populares como as de São Benedito	meião
menea	verb	forma do infinitivo de "menear" (balançar, sacudir) combinada a um pronome oblíquo (ex.: "meneá-lo")
milao	noun	cidade do norte da Itália (Milão), capital da região da Lombardia
minis	noun	plural de "mini"; versões pequenas ou reduzidas de algo em relação ao tamanho padrão
mobil	noun	motivo, causa que leva alguém a agir (móbil); também marca internacional de combustíveis e lubrificantes
mogol	noun	relativo aos mongóis ou ao Império Mogol; também nome de cidades brasileiras como Grão-Mogol
morse	noun	código morse, sistema de comunicação que representa letras e números por meio de sinais curtos e longos
multi	abbrev	elemento de composição (do latim multi-) que indica multiplicidade, "muitos" (ex.: multiplano, multiuso)
musco	noun	musgo (variante arcaica/poética, do latim muscus)
nauta	noun	marinheiro, navegador (literário/arcaico)
nava	noun	planície cercada de montanhas; planície vasta e chã
nemo	noun	personagem principal do filme de animação "Procurando Nemo"; peixe-palhaço protagonista da história
nerd	noun	pessoa muito dedicada a assuntos intelectuais, técnicos ou de nicho (como tecnologia ou ficção científica), por vezes com pouca habilidade social
newton	noun	unidade de medida de força no Sistema Internacional; também sobrenome do físico e matemático Isaac Newton
nini	noun	jovem que não estuda nem trabalha
nodal	adj	relativo a um nó (ex.: ponto nodal)
nodoso	adj	que tem nós; que possui saliências arredondadas na superfície
nomea	verb	forma do infinitivo de "nomear" (dar nome a, designar) combinada a um pronome oblíquo (ex.: "nomeá-lo")
nonato	adj	que não nasceu (do latim "non natus"); diz-se sobretudo da criança nascida por operação cesariana ou do animal retirado do ventre da mãe após a morte desta
notre	noun	parte do nome próprio francês Notre-Dame ("Nossa Senhora"), especialmente a catedral de Paris
nov	abbrev	abreviatura de "novembro", décimo primeiro mês do ano
noval	noun	terra desbravada recentemente para ser cultivada; arroteia
ohm	noun	unidade de medida de resistência elétrica
ondea	verb	forma do infinitivo de "ondear" (ondular, mover-se como onda) combinada a um pronome oblíquo (ex.: "ondeá-lo")
ondear	verb	elevar-se e abaixar-se alternadamente como as ondas; fazer ondulações ou ondas
ondear	verb	fazer curvas; serpear
ondear	verb	tremular, como uma bandeira
ondear	verb	propagar sinais em ondas
ossudo	adj	que tem ossos grandes ou muito salientes, especialmente visíveis sob a pele; que tem muitos ossos; por analogia, extremamente magro ou franzino
out	abbrev	abreviatura de "outubro", décimo mês do ano
paete	noun	pequena lâmina brilhante e reflexiva costurada em tecidos como enfeite; paetê
pajea	verb	forma do infinitivo de "pajear" (cuidar de, tomar conta de uma criança) combinada a um pronome oblíquo (ex.: "pajeá-lo")
palitar	verb	limpar (os dentes) com palito; mexer ou cutucar com um palito
papila	noun	pequena saliência cônica ou protuberância formada na superfície da pele, das membranas mucosas (como na língua) ou de órgãos vegetais
pedrar	verb	apedrejar, atirar pedras em
pedre	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "pedrar"
pelve	noun	estrutura óssea que liga o tronco aos membros inferiores, alojando órgãos como bexiga e intestino
penne	noun	tipo de massa italiana em forma de pequenos tubos cortados na diagonal
penta	noun	quinto título ou conquista de uma série, especialmente no futebol brasileiro
pesto	noun	molho italiano feito com manjericão, alho, pinoli, azeite e queijo, tradicionalmente amassado
pet	noun	animal de estimação
pin	abbrev	sigla do inglês "personal identification number", código numérico usado para autenticação (ex.: em cartões bancários e celulares)
pina	noun	cada uma das peças curvas que compõem a circunferência da roda de um veículo; camba
pina	noun	pavilhão da orelha dos mamíferos
pina	noun	barbatana, nadadeira
pina	noun	cada uma das partes em que se divide uma folha de pteridófita
pinco	verb	1ª pessoa do singular do presente do indicativo de "pinçar"; seguro, prendo ou aperto com pinça, ou tomando algo entre os dedos
pitar	verb	fumar ou cachimbar; aspirar fumo
pleura	noun	membrana serosa que reveste a superfície interna do tórax e envolve externamente os pulmões
plexo	noun	rede de nervos ou vasos sanguíneos entrelaçados
poker	noun	jogo de cartas em que os jogadores apostam com base na força de suas mãos
polipo	noun	(medicina) excrescência carnosa ou tumor pediculado que surge na mucosa de órgãos ocos, como intestino, nariz, útero ou laringe; pode ser pediculado (fixado por um pedúnculo) ou séssil (fixado diretamente à parede)	pólipo
pool	noun	piscina; ou conjunto de recursos, jogadores ou participantes reunidos para uso ou sorteio comum
pospo	verb	forma do infinitivo de "pospor" (colocar depois, subordinar) combinada a um pronome oblíquo (ex.: "pospô-lo")
posts	noun	plural de "post"; publicações feitas em redes sociais ou blogs
premir	verb	apertar, pressionar ou comprimir algo
prensar	verb	comprimir com força, geralmente usando uma prensa; espremer, apertar
prepo	verb	forma do infinitivo de "prepor" (colocar antes, dar prioridade a) combinada a um pronome oblíquo (ex.: "prepô-lo")
priori	adv	usado na expressão latina "a priori", que designa algo deduzido antes da observação dos fatos, por dedução lógica
prof	noun	forma abreviada e informal de professor ou professora
propo	verb	forma do infinitivo de "propor" (sugerir, apresentar uma proposta) combinada a um pronome oblíquo (ex.: "propô-lo")
pub	noun	bar ao estilo britânico ou irlandês
rabelo	noun	(náutica) barco tradicional do rio Douro, de fundo chato, sem quilha, com vela quadrangular e leme comprido em forma de pá, usado historicamente no transporte de pipas de vinho para Vila Nova de Gaia
rabelo	noun	(agricultura) rabiça; corda com que o lavrador segura o arado para conduzir a lavra da terra
rabelo	noun	homem que dirige ou tripula o barco rabelo
rafia	noun	fibra vegetal extraída das folhas de certas palmeiras, usada em artesanato e amarrios
ragu	noun	guisado de carne ou vegetais em molho encorpado, geralmente servido sobre massa
ramado	adj	que possui ramos ou galhos; ramoso, ramudo
rarea	verb	forma do infinitivo de "rarear" (tornar raro, rarefazer) combinada a um pronome oblíquo (ex.: "rareá-lo")
raspao	noun	ferimento leve causado por atrito ou roçadura; usado sobretudo na expressão "de raspão" (pegar de raspão: atingir de leve, superficialmente)	raspão
ratea	verb	forma do infinitivo de "ratear" (dividir proporcionalmente um custo; ou, de um motor, falhar) combinada a um pronome oblíquo (ex.: "rateá-lo")
rave	noun	festa dançante noturna, geralmente ao ar livre ou em local amplo, com música eletrônica e efeitos visuais
reboa	verb	2ª pessoa do singular do imperativo (e 3ª do presente do indicativo) de "reboar"
reboar	verb	ressoar, ecoar com estrondo (ex.: o trovão reboou)
reboe	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "reboar"
recea	verb	forma do infinitivo de "recear" (temer, ter medo de) combinada a um pronome oblíquo (ex.: "receá-lo")
red	adj	termo inglês que significa "vermelho", usado em expressões e nomes emprestados (ex.: red carpet, code red)
regerar	verb	gerar novamente; regenerar
relax	noun	momento ou estado de descanso e tranquilidade; ato de relaxar
repuxar	verb	puxar novamente ou com força; esticar; (intransitivo) jorrar ou esguichar com força, como um jato de água
reusar	verb	usar novamente; utilizar algo mais de uma vez em vez de descartar
revem	verb	2ª pessoa do singular do imperativo, e 3ª pessoa do singular e do plural do presente do indicativo de "revir"
revim	verb	1ª pessoa do singular do pretérito perfeito do indicativo de "revir"
rip	interj	sigla do inglês "rest in peace" ("descanse em paz"), usada como forma de condolência
rodea	verb	forma do infinitivo de "rodear" (cercar, circundar) combinada a um pronome oblíquo (ex.: "rodeá-lo")
rotea	verb	forma do infinitivo de "rotear" (determinar a rota ou trajeto de algo, ex. em redes de computadores) combinada a um pronome oblíquo (ex.: "roteá-lo")
rotor	noun	peça giratória de um motor, turbina ou outro dispositivo mecânico
rpm	abbrev	abreviatura de "rotações por minuto", unidade de medida de velocidade angular
rue	noun	palavra de origem francesa incorporada ao inglês com o sentido de "rua"; usada em nomes de marcas e endereços
rugai	verb	2ª pessoa do plural do imperativo de "rugar"
rugam	verb	3ª pessoa do plural do presente do indicativo de "rugar"
rugar	verb	variante de "enrugar"; formar rugas ou pregas na pele ou em uma superfície
rugo	verb	1ª pessoa do singular do presente do indicativo de "rugar" (variante de "enrugar"); formar rugas
rugou	verb	3ª pessoa do singular do pretérito perfeito do indicativo de "rugar"
rugue	verb	1ª/3ª pessoa do singular do presente do subjuntivo (e imperativo) de "rugar"
run	noun	termo inglês para corrida; no jargão de jogos eletrônicos, uma sessão ou tentativa de jogo (ex.: speedrun)
runa	noun	cada um dos caracteres do alfabeto rúnico, usado por antigos povos germânicos
sadio	adj	que goza de boa saúde; saudável
sanea	verb	forma do infinitivo de "sanear" (tornar são, higienizar, regularizar) combinada a um pronome oblíquo (ex.: "saneá-lo")
scrum	noun	metodologia ágil de gestão de projetos; também jogada do rúgbi em que os jogadores se agrupam disputando a bola
sec	abbrev	abreviatura de "secante", termo matemático
sen	noun	unidade monetária equivalente a um centésimo de outras moedas asiáticas (ex.: iene, rupia, riel)
sensu	adv	termo latino usado em expressões como "sensu stricto" (em sentido estrito) e "sensu lato" (em sentido amplo)
septo	noun	membrana ou parede que separa duas cavidades ou estruturas (ex.: septo nasal)
serze	verb	3ª pessoa do singular do presente do indicativo de "serzir" (cerzir, remendar tecido)
serzi	verb	1ª pessoa do singular do pretérito perfeito do indicativo de "serzir" (cerzir, remendar tecido)
setup	noun	conjunto de configurações ou equipamentos organizados para uma atividade específica (ex.: setup de jogos, de estúdio)
sex	noun	termo inglês para "sexo", usado em expressões como "sex symbol" e "sex appeal"
shake	noun	bebida cremosa batida, geralmente à base de leite e sorvete; milk-shake
siena	noun	cidade da região da Toscana, na Itália, célebre por sua arquitetura medieval
sinar	verb	marcar com o próprio nome; assinar (termo antigo)
sirza	verb	1ª/3ª pessoa do singular do presente do subjuntivo de "serzir" (cerzir, remendar tecido)
sirzo	verb	1ª pessoa do singular do presente do indicativo de "serzir" (cerzir, remendar tecido)
sisal	noun	fibra vegetal resistente extraída das folhas do agave-sisalana, usada para fazer cordas e tapetes
skank	noun	estilo de dança e ritmo associado à música jamaicana (ska, reggae), popular também no Brasil
skype	noun	programa e aplicativo usado para chamadas de vídeo e voz pela internet
sonar	verb	forma arcaica do verbo soar
split	noun	estrangeirismo do inglês; sobremesa feita com banana partida ao meio, sorvete e coberturas (banana split)
strip	noun	estrangeirismo do inglês; casa noturna ou apresentação de striptease
suao	adj	diz-se de vento quente que sopra do sul
suao	noun	vento quente que sopra do sul
suao	noun	o que é do sul
sueste	noun	ponto do horizonte situado a igual distância do sul e do leste; vento que sopra nessa direção
sulfa	noun	droga ou antibiótico da classe das sulfonamidas
surrao	noun	bolsa, bornal ou saco de couro usado por pastores para transportar alimentos (farnel) e objetos de uso pessoal
surrao	noun	indivíduo muito sujo, imundo; também roupas gastas e sujas
surrao	noun	(sentido figurado) barriga ou papo grande
surrao	noun	(gíria) prostituta reles; alguém que age de maneira desonesta ou traiçoeira
suturar	verb	costurar os bordos de um ferimento ou incisão cirúrgica para uni-los
tab	noun	termo inglês para aba ou guia (ex.: aba de navegador, de planilha ou de teclado)
tacao	noun	parte saliente sob o calcanhar de um calçado; salto; tacão
tan	adj	termo inglês para "bronzeado"; cor entre o bege e o marrom claro
tapao	noun	aumentativo de "tapa"; tapa forte
tapea	verb	forma do infinitivo de "tapear" (enganar, ludibriar) combinada a um pronome oblíquo (ex.: "tapeá-lo")
tarte	noun	torta (empréstimo do francês)
tatea	verb	forma do infinitivo de "tatear" (apalpar, procurar às cegas) combinada a um pronome oblíquo (ex.: "tateá-lo")
tava	verb	contração coloquial de "estava" (pretérito imperfeito do indicativo do verbo estar), comum na fala e na escrita informal
tchan	noun	gênero musical brasileiro que mistura axé e pagode; (coloquial) toque especial, charme, algo a mais (ex.: "com tchan")
tech	abbrev	abreviação do inglês "technology"; tecnologia, ou relativo a tecnologia
tel	abbrev	abreviatura de "telefone"
terem	noun	(gíria nordestina) móveis, objetos de uso doméstico, trastes ou tarecos; os pertences pessoais de alguém, sobretudo no contexto de quem vive no campo	terém
